timestamp,old_kannada,hosa_kannada
2025-04-20 00:21:01,"ಎ 1 ಜ್‌ ಬ ಫ್‌
ಯ ಪಸಕ ಪನಾಶಾಶಔಯಯಾ,
ತೆಲೆ ಫ್ರಹ। ಮಾಹಾಪನ' 1೮
೯ ಜಾ
ಪ್ರೆ ಪಾ
ಹಿ ಜಳತೆಪ್ತಅಜಯಾತಖಾ್‌,
. ಚ್ರಗಸಯ ಯಡಿ ವಾಣಾ ಪಕ್ಷ
(ಭರ ತೊಲಿನತಿತರ್ಥ್ಯಾತ್ರೆ ತೊೂ 1
೧% ಈಸಿ .ಕ್‌ತು 44% ಹಸ್‌45
ನಿಜ ್ರಷನಾಸರಿ ಉಳಿ ಮು ಐ್ಪ","ಎ 1 ಜ್‌ ಬ ಫ್‌
ಯ ಪಸಕ ಪನಾಶಾಶಔಯಯಾ,
ತೆಲೆ ಫ್ರಹ। ಮಾಹಾಪನ' 1೮
೯ ಜಾ
ಪ್ರೆ ಪಾ
ಹಿ ಜಳತೆಪ್ತಅಜಯಾತಖಾ್‌,
. ಚ್ರಗಸಯ ಯಡಿ ವಾಣಾ ಪಕ್ಷ
(ಭರ ತೊಲಿನತಿತರ್ಥ್ಯಾತ್ರೆ ತೊೂ 1
೧% ಈಸಿ .ಕ್‌ತು 44% ಹಸ್‌45
ನಿಜ ್ರಷನಾಸರಿ ಉಳಿ ಮು ಐ್ಪ"
